X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	y
2.58	3.54	6.21	-1.01	5.94	-1.87	7.96	3.92	6.23	2.61	9.26	8.79	1.91	2.74	8.11	6.13	1.29	4	5.2	8.24	4.29	6.64	5.73	8.54	3.75	1
2.46	2.08	6.5	2.77	4.89	0.42	8.48	4.06	6.35	1.75	7.5	9.86	2.42	3.95	10.4	8.25	0.136	4.03	2.82	3.8	7.11	6.29	3.8	7.5	6.36	0
1.93	0.22	6.18	0.433	5.5	0.369	8.07	3.71	6.34	0.361	7.01	8.72	1.88	2.92	7.86	6.55	1.64	5.2	4.63	6.45	3.63	5.73	5.71	7.62	4.48	0
2.05	1.31	6.47	0.808	4.64	-0.364	8.34	1.71	5.85	-0.0081	7.22	10	4.61	5.91	7.74	6.89	1.66	2.83	5.1	6.79	6.85	6.79	6.04	5.23	3.67	0
2.99	1.89	3.72	-0.312	5.62	1.77	8.41	2.67	4.49	2.72	6.54	8.82	3.05	3.91	10.8	6.32	0.476	4.85	3.48	6.61	5.17	6.87	4.7	8.93	4.04	0
3.11	1.16	5.5	0.148	3.28	-0.279	8.65	4.35	4.34	1.61	4.45	7.16	2.62	2.95	6.66	5.02	2.74	3.78	4.98	7.85	5.39	6.53	3.65	6.23	3.39	0
2.13	0.818	4.28	0.727	3.22	-1.13	8.18	4.04	5.55	0.919	7.06	9.84	2.04	5.89	7.5	8.54	3.57	3.19	3.29	8.7	4.12	6.09	6.33	8.69	2.46	0
2.61	3.08	5.05	-1.94	6.25	0.831	7.78	5	6.18	1.43	5.44	8.25	3.38	5.01	6.91	6.43	3.09	1.99	3.51	8.42	4.94	7.03	5.6	8.56	3.91	1
4.7	3.19	4.79	-0.92	5.14	-0.281	8.18	3.29	5.15	0.484	5.29	8.66	2.99	3.24	6.9	7.39	0.531	3.34	3.08	6.33	5.64	8.14	5.47	5.65	3.86	1
1.85	1.18	4.22	3.89	3.69	-2.08	7.94	4.71	3.3	-0.139	5.78	8.43	2.15	5.25	7.16	6.88	2.64	3.08	3.14	6.93	4.63	6.23	6.58	7.1	4.69	1
2.13	2.49	4.49	0.0828	4.5	1.28	5.89	4.34	5.48	2.18	5.47	8.71	3.14	4.37	5.9	4.76	0.83	5.02	2.63	5.76	4.83	6.11	3.79	8.89	4.31	1
4.75	3.44	5.05	-0.0435	4.77	-1.24	7.4	3.37	5.88	1.86	5.38	8.5	0.901	4.9	6.9	3.38	0.679	4.56	3.72	7.51	4.76	6.82	4.02	8.2	5.03	1
2.52	3.03	5.64	2.05	4.44	1.33	7.94	5.77	4.84	2.51	8.03	8.34	4	4.2	7.43	5.22	0.714	4.06	4.41	7.51	5	7.33	5.89	7.96	5.09	1
4.38	2.53	4.34	2.41	4.31	0.557	7.68	2.52	5.62	1	5.37	7.87	3.37	3.47	8.13	6.61	2.35	3.58	3.72	7.91	5.18	6.35	5.22	7.35	4.51	0
3.6	4.15	6.55	0.229	4.37	-0.492	8.02	3.46	4.57	1.5	7.8	9.29	5.5	4.74	7.6	6.44	2.23	3.14	3.16	6.94	4.23	7.57	6.61	6.82	5.77	1
3.69	2.27	6.43	0.611	5.16	-0.068	7.5	2.75	5.82	2.96	6.19	9.26	3.17	4.2	9.57	7.01	2.29	4.43	3.09	6.97	6.37	7.01	5.17	8	4.31	0
4.12	2.01	5.22	1.82	4.37	-1.15	9.45	4.04	6.02	1.18	4.78	8.58	3.13	5.13	6.43	3.36	1.66	5.71	4.71	9.12	5.96	7.83	4.53	6.76	4.07	0
3.49	2.72	5.55	-0.221	4.48	0.000158	8.64	2.37	4.67	2.91	6.6	9.5	4.37	4.48	7.81	6.04	1.45	3.58	5.39	7.62	5.4	6.09	4.24	7.64	5.62	0
3.5	1.93	4.54	1.17	4.24	-0.0704	6.11	4.45	6.67	2.8	6.36	8.56	2.19	3.54	8.09	7.64	0.524	3.62	3.34	5.93	5.76	6.93	5.3	8.45	5.64	0
2.2	2.63	5.74	0.379	4.77	0.951	7.7	3.35	4.78	0.314	6.87	8.79	2.33	3.78	8.14	7.73	3.01	4.03	3.46	6.71	5.43	7.49	5.96	7.4	1.7	0
3.75	2.9	5.42	0.313	2.88	0.309	7.63	4.35	4.68	0.161	6.53	7.6	2.57	4.68	7	8.14	0.512	2.68	2.48	6.5	4.78	7.8	6.9	9.39	3.74	1
3.79	-0.0848	5.9	-0.331	5.01	0.447	6.79	4.85	7.1	2.13	8.08	9.97	3.32	4.65	6.79	6.44	2.84	2.28	4.17	7.46	3.74	7.53	4.79	6.78	2.47	0
3.56	3.19	5.93	-0.604	6.02	1.25	8.14	3.34	4.33	0.488	6.64	10.5	2.17	3.62	6.71	8.03	2.46	2.99	3.19	8.37	7.4	6.63	5.17	9.36	4.48	1
4.46	2.81	6.57	1.68	3.76	0.0333	6.6	3.21	4.01	1.03	7.03	8.41	5.4	3.63	8	6.49	2.49	4.73	3.01	5.71	5.41	8.58	5.92	6.13	2.77	0
2.17	3.01	7.67	-0.457	5.01	1.77	6.64	3.97	5.16	2.93	7.8	8.27	2.71	3.91	6.93	5.59	1.86	3.94	1.81	7.37	7.3	6.58	5.71	7.46	5.15	1
3.67	1.33	7.93	0.0967	5.57	-0.097	7.53	2.44	5.96	2.55	6	8.13	4.31	3.78	7.55	6.96	0.299	1.95	2.85	5.35	5.07	6.19	6.79	7.51	4.12	0
2.51	3.34	5.76	0.483	3.23	-2.13	7.61	4.29	4.15	1.92	7.34	7.46	2.53	5.11	7.32	6.22	0.438	3.99	2.7	8.93	4.76	5.88	5.16	5.29	4.39	1
3.48	3.39	5.25	0.943	3.84	1.06	6.9	3.56	5.66	1.91	6.27	9.5	3.3	2.05	6.13	7.39	2.98	5.5	5.65	7.53	5.42	7.25	6.87	8.45	4.49	1
4.53	3.09	4.27	1.94	3.92	0.446	8.65	4.1	5.61	0.0764	6.88	9.52	2.87	3.64	7.78	5.8	0.985	3.42	3.54	7.63	4.42	9.08	6.72	6.6	3.75	1
3.87	4.01	5.66	0.152	2.91	-0.78	8.03	2.34	6.33	1.62	6.61	8.11	2.81	5.42	5.79	5.93	0.393	2.87	2.9	8.05	4.66	6.88	5.52	8.29	6.35	1
2.36	3.8	4.93	0.408	5.33	-1.79	6.75	4.2	5.45	1.19	5.83	7.65	3.4	4.41	6.94	6.34	1.34	4.14	3.34	6.59	5.34	6.73	5.68	7.35	4.98	1
4.16	3.17	5.89	0.372	4.66	0.361	8.58	3.6	4.64	1.37	7.36	9.82	3.17	4.51	7.6	7.17	4.2	3.49	3.91	6.54	5.77	6.01	4.37	6.36	4.34	1
3.36	3.06	4.27	0.269	4.08	0.836	8.55	3.42	5.46	1.18	8.33	9.3	1.86	3.78	7.56	7.58	1.36	4.45	2.46	7.25	5.37	8.18	5.93	6.63	3.63	1
2.16	4.93	4.87	0.358	5.58	-0.639	8	3.23	5.53	3.04	6.23	9.48	2.62	2.47	7.5	7.02	3.28	3.43	4.68	7.1	6.14	7.26	6.36	9.08	6.07	1
3.77	3.84	5.77	0.0985	4.76	0.465	9.14	4.32	7.78	2.7	7.38	7.89	2.3	4.67	7.19	6.72	1.92	2.76	4.64	6.83	4.74	5.35	4.8	7.78	4.23	1
3.19	2.29	6.37	0.366	4.77	-0.256	8.07	2.42	5.31	4.23	6.88	8.88	2.66	4.84	5.98	6.89	2.4	2.57	4.38	7.36	5.17	8.9	5.89	7.68	4.49	0
3.57	2.64	3.23	-0.199	4.25	0.107	9.07	3.51	3.88	1.55	6.47	9.04	2.56	4.6	7.47	8.31	1.14	3.69	3.94	7.57	2.08	6.5	4.85	8.48	4.87	0
2.41	2.68	7.4	1.22	3.74	-0.0928	7.73	2.64	4.21	2.44	5.54	9.43	5	5.04	7.01	7.45	0.72	2.11	4.38	6.79	7.68	7.6	4.37	6.67	3.75	0
3.47	2.09	5.86	-0.438	6.03	0.433	7.62	2.49	5.77	2.76	6.03	7.58	1.39	3.77	8.6	6.29	3.59	4.66	4.94	8	6.71	6.99	5.9	7.42	3.6	0
0.805	2.39	6.58	0.29	4.58	0.398	6.74	4.85	5.04	3.06	6.96	9.88	3.53	3.49	8.53	6.22	3.44	3.72	2.02	8.75	4.59	7.28	5.43	6.57	4.24	1
3.1	1.47	4.51	0.427	3.02	-0.54	8.33	3.2	4.79	3.29	6.94	8.77	4.86	4.05	6.41	5.9	5.07	2.82	6.33	8.26	4.3	6.51	6.5	7.73	2.93	0
3.4	1.57	6.24	-0.737	3.61	2	7.55	2.22	2.97	0.419	7.04	8.21	3.31	3.56	8.35	3.79	2.63	4.13	2.81	6.79	4.8	6.96	6.22	9.29	3.44	0
3.03	1.69	4.41	2.85	4.93	-1.27	9.98	4.35	5.73	3.25	6.16	8.06	4.05	5.61	8.64	8.51	2.55	3.7	5.49	7.36	3.68	7.45	5.98	7.51	2.57	1
3.82	2.96	5.52	2.51	5.41	-0.523	8.94	2.45	6.54	-0.0775	8.79	9.34	2.84	1.97	7.27	6.46	2.1	4.01	2.3	8.15	7.1	5.88	5.99	7.07	3.39	0
4.26	2.29	7.57	0.885	4.95	-0.488	8.56	3.22	5.85	0.646	6.05	8.65	2.97	3.04	8.31	5.36	1.96	2.8	4.8	5.96	6.12	7.81	6.1	6.64	4.07	0
3.51	3.13	5.71	-0.215	4.9	1.33	8.79	2.79	5.83	0.0407	6.14	8.26	2.71	6.85	8.31	6.15	3.05	3.2	4.42	4.65	4.35	6.69	6.3	7.06	2.92	0
2	3.22	5.02	-0.562	4.87	-0.585	8.42	4.03	5.38	1.2	7.17	9.77	1.9	4.88	8.53	7.92	2	4.41	5.36	6.81	3.84	6.05	3.29	6.72	3.36	1
1.61	4.26	5.39	-1.66	5.03	-0.783	8.72	1.91	3.88	1.51	5.37	9.15	3.06	6.06	8.4	6.75	3.02	4.53	2.54	7.38	5.96	7.11	4.03	6.34	3.89	0
3.82	3.8	4.9	-0.531	4.38	0.929	9.58	3	4.85	3.08	7.24	8.97	1.93	3.29	7.22	8.03	2.27	2.84	4.44	7.37	6.4	6.85	4.14	7.62	4.7	1
1.82	3.37	4.22	-1.84	4.2	0.2	8.55	4.5	3.53	1.38	5.92	9.52	0.649	3.73	7.49	5.52	3.38	4.85	2.42	7.66	4.64	6.04	3.81	6.69	5.17	1
2.51	2.39	4.71	0.0268	4.57	0.455	8.24	2.27	6.04	2.56	4.76	9.6	2.75	3.75	7.64	6.6	2.57	4.43	3.47	5.84	7.52	7.93	4.84	6.19	4.2	0
1.7	2.35	5.58	0.602	2.36	0.555	9.05	4.36	5.97	2.2	7.13	8.44	0.434	4.82	6.47	5.93	2.84	3.39	3.15	7.45	6.22	6.05	3.54	5.92	4.03	1
4.35	1.34	7.21	1.29	3.61	-0.154	8.26	3.04	6.06	3.39	6.43	8.95	2.43	4.17	6.79	6.76	1.05	1.78	4.98	4.78	6.15	6.97	5.82	6.13	6.21	0
4.56	2.68	6.04	-0.847	7.61	-0.27	9.63	3.97	7.54	-0.56	6.03	9.18	2.46	3.66	5.19	5.96	1.43	2.96	2.16	6.16	6.02	8.42	3.61	7.34	4.8	1
3.43	1.48	4.41	1.7	4.24	-0.623	9.34	3.04	6.04	2.21	5.64	7.85	4.04	5.38	7.13	8.81	2.35	3.86	3.37	6.04	4.86	7.25	5.58	6.44	5.25	0
2.4	2.14	4.83	0.686	4.13	-0.219	5.86	3.73	6.44	1.07	3.89	8.01	2.35	5.1	8.97	6.64	3.46	6.49	3.39	6.67	7.16	6.71	4.83	7.32	3.92	0
3.08	3.87	6.18	0.423	4.93	-0.146	7.46	2.37	5.71	2.77	7.45	8.58	2.35	4.3	8.2	5.5	0.984	3.76	3.15	5.68	5.06	6.62	6.23	6.79	5.13	0
2.59	4.19	2.97	1.18	4.83	-1.02	7.23	4.14	5.84	1.43	5.74	8.83	0.366	4.67	8.61	5.95	2.98	6.04	2.39	7.77	5.83	4.34	4.18	6.31	5.52	1
3.37	3.06	6.81	0.555	3.52	-0.661	6.63	2.98	6.46	3.02	5.54	8.41	4.81	3.07	7.42	6.94	3.07	3.3	4.39	6.27	7.08	6.95	4.17	7.04	5.33	0
2.72	2.53	4.18	0.635	5.24	0.862	8.73	2.47	5.45	3.09	6.37	9.16	0.605	3.68	7.51	6.72	3	3.02	2.66	6.71	5.75	7.17	5.61	6.15	2.43	0
4.36	4.55	4.03	-0.742	4.25	-0.562	6.82	3.06	6.55	1.05	7.48	8.38	3.77	2.43	7.49	7.34	1.74	2.35	1.75	7.18	4.82	8.37	5.99	6.88	4	1
2.13	2.55	3.95	1.1	5.08	-0.606	7.91	4.39	5.01	2.35	3.78	8.03	1.69	4.52	7.53	6	1.74	5.01	4.47	6.82	4.79	7.4	6.15	7.74	5.93	1
2.29	3.65	4.93	0.318	4.2	2.04	8.96	3.36	4.6	-0.339	5.34	10.7	2.97	3.98	6.18	7.45	2.18	5.09	3.75	6.87	6.53	7.19	6.31	6.86	6.04	1
3.69	3.53	4.94	1.41	4.18	-0.635	8.88	4.96	5.42	1.69	6.63	9.49	2.95	5.23	9.05	6.68	2.51	2.88	3.26	7.42	4.27	8.01	7.53	7.97	3.65	1
3.45	1.83	5.7	0.843	5.22	0.572	7.94	4.15	6.94	0.478	6.5	9.21	3.14	1.88	7.41	7.79	2.54	4.44	3.48	8.18	3.83	6.84	5.45	8.05	3.24	0
2.77	1.23	5.54	1.04	4.93	-1.1	7.72	3.63	3.91	2.83	6.44	8.98	2.85	3.18	6.88	4.69	1.74	3.81	2.42	7.39	3.78	8.95	6.06	7.19	4.78	0
2.65	3.26	6.28	0.591	5.14	1.07	8.65	4.75	6.07	0.156	7.27	9.52	2.79	4.35	7.75	6.22	1.78	1.17	5.18	7.82	5.57	7.25	5.44	6.43	5.65	1
3.87	2.43	6.16	-0.534	2.89	-0.213	7.42	2.81	6.02	2.7	7.47	9.58	1.93	3.06	7.12	5.44	1.74	3.95	3.08	7.68	5.71	7.56	3.81	8.77	4.65	0
3.86	3.02	5.32	-0.411	4.94	-0.0267	7.36	1.74	4.03	3.08	6.44	7.39	2.65	5.02	8.67	6.07	2.53	3.88	3.03	7.69	5.67	6.97	5.89	6.69	3.35	0
1.48	3.1	5.72	0.648	4.84	0.912	7.62	3.05	5.32	1.89	7.27	9.2	3.28	3.07	9.06	7.51	0.964	2.81	3.84	7.6	5.38	7.07	4.97	7.8	1.46	0
2.61	3.12	5.08	-0.709	5	0.601	6.48	4.1	4.54	1.08	7.49	9.69	4.13	4.12	8.17	8.23	2.67	3.63	4.12	5.71	3.89	6.22	6.65	7.8	3.12	1
2.02	1.77	6.39	0.81	4.94	0.784	7.05	3.45	4.31	1.39	6.29	8.98	2.68	4.67	8.05	7.88	1.84	3.7	2.93	6.3	5.83	8.57	5.06	7.67	5.29	0
1.84	2.79	5.33	-0.853	4.46	0.0554	7.29	5.9	5.04	1.96	5.29	11.2	2.81	4.39	7.28	6.98	2.67	3.79	1.95	6.24	6.73	4.78	5.58	7.29	4.78	1
4.71	2.57	6.53	0.925	4.98	1.22	8.39	3.11	4.02	-0.557	7.52	9.36	5.1	2.6	8.21	7.93	3.57	2.95	5.15	5.82	7.25	6.44	5.23	8.01	3.84	0
2.09	5.27	4.92	1.26	3.5	0.941	9.16	1.98	6.34	1.12	6.97	8.52	3.79	4.51	6.97	7.98	2.03	3.6	5.94	6	5.33	5.2	6.66	7.11	5.46	1
3.58	2.34	5.71	-2.09	4.92	-0.963	8.37	2.59	5.77	-0.0142	4.69	9.76	4.54	3.25	7.03	4.92	2.64	5.62	2.7	5.03	4.98	6.92	5.34	6.22	5.96	0
3.14	3.63	6.1	0.649	6.7	-0.679	8.47	5.01	5.8	1.94	5.28	9.18	2.52	3.55	8.08	6.13	3	3.23	5	6.16	5.37	6.09	5.84	9.12	2.96	1
3.13	2.6	3.6	-0.456	5.04	-1.74	6.67	2.13	5.95	-1.25	6.19	8.43	1.83	2.8	7.57	6.39	0.602	3.31	3.34	5.01	4.83	6.6	4.24	6.99	5.8	0
2.06	2.38	6.25	0.15	4.85	0.842	8.16	5.28	6.25	1.07	6.5	8	2.82	3.06	8.1	5.18	1.76	3.53	5.5	5.82	6.02	4.32	7.36	8.49	4.86	1
3.04	1.7	6.56	0.624	4.52	1.43	6.68	4.36	6.29	0.541	5.72	7.66	1.98	4.76	7.93	6.18	2.53	3.96	4.69	4.77	5.81	6	5.13	6.44	6.18	1
2.45	2.92	5.95	-0.226	5.42	0.355	8.15	4.11	4.82	1.82	7.04	8.95	4.7	4.16	6.15	6.76	1.14	3.53	1.9	6.06	4.46	8.68	4.6	8.49	4.59	1
2.4	0.976	4.2	2.13	4.95	0.678	6.58	5.11	6.1	1.38	4.63	7.94	2.32	1.51	8.18	7.67	2.77	2.36	1.96	6.54	5.38	6.06	3.05	7.9	4.15	0
2.89	3.49	6.14	1	5.53	0.0288	6.43	3.2	5.72	1.93	5.21	8.19	2.71	2.92	6.85	6.63	1.02	4.37	2.87	8.41	4.87	6.2	3.57	7.41	4.35	1
2.86	2.73	6.39	1.89	4.52	1.03	8	2.44	5.85	-0.0268	6.95	8.4	5	4.12	7.62	6.69	1.51	3.16	2.31	5.99	5.57	6.14	5.19	8.85	4.38	0
2.08	4.83	6.01	1.14	4.71	-0.0513	7	4.86	5.02	1.57	7.89	8.83	1.62	2.61	6.97	8.43	1.66	4.95	3.33	8.35	5.34	7.38	6.65	8.8	3.71	1
4.03	2.5	3.45	-0.255	4.71	-1.57	7.68	2.86	6.19	2.64	5.12	9.23	2.08	4.04	9.24	5.34	2.38	3.88	3.65	7.68	4.42	6.27	4.96	8.92	1.71	0
2.48	4.01	6.82	0.687	2.35	1.44	7.89	3.61	6.15	2.21	5.89	7.32	1.11	3.66	7.63	6.23	1.88	2.03	4.08	7.37	4.96	6.22	4.63	6.24	4.18	1
3.76	1.19	6.22	-0.519	3.96	0.375	8.4	1.65	4.15	3.18	7.13	10.5	2.51	1.76	8.18	8.32	3.16	1.96	3.93	7.42	5.32	7.45	5.24	8.23	4.41	0
3.9	2.69	8.55	1.84	5.1	0.458	9.74	4.33	4.97	2.27	5.64	10.1	3.57	4.06	7.38	6.8	1.88	2.92	3.75	6.77	6.46	8.06	5.15	7.22	5.46	1
3.12	1.33	7.15	1.55	4.45	-0.422	9.14	4.89	5.37	1.32	7.6	7.8	1.84	4.94	7.34	7.69	2.06	4.86	1.7	7.19	5.4	5.59	5.64	6.93	4.52	0
3.95	3.22	6.3	-1.19	3.82	-0.601	9.3	4.27	5.7	1.33	5.2	8.25	4.3	3.4	6.84	7.47	0.511	4.12	4.76	7.99	4.38	6.8	6.81	6.8	4.78	1
1.35	3.85	7.81	-1.13	5.61	1.05	8.1	4.39	6.69	1.79	5.36	7.79	2.76	3.92	7.09	7.07	1.22	5.33	4.37	6.67	5	7.35	4.66	8.45	3.82	1
2.42	3.37	3.96	2.98	4.91	-0.715	10.6	4.03	5.42	0.352	5.7	8.8	1.8	3.74	8.53	5.21	2.99	1.22	2.7	6.98	4.54	6.75	5.26	6.48	2.74	1
3.07	3.54	5.03	1.48	3.88	0.72	8.19	3.22	5.42	1.24	7.38	8.96	3.76	3.94	7.11	7.15	3.24	2.57	1.89	8.52	4.78	7.84	7.04	7.73	3.9	1
3.27	2.04	5.43	0.376	2.7	0.536	8.57	2.52	4.38	3.43	5.77	7.35	2.22	4.37	8.19	6.92	1.14	5.63	1.35	4.96	5.05	6.06	5.61	7.98	2.03	0
2.03	3.29	4.77	1.78	6	-1.3	5.43	4.94	5.75	4.14	7.59	10.8	3.14	2.72	9.53	7.37	1.97	4.34	3.91	7.75	5.34	6.64	6.15	5.68	5.98	1
3.58	2.88	4.95	0.885	4.89	1.98	6.77	3.3	5.94	3.85	6.24	8.63	0.856	4.17	7.17	4.62	1.87	3.56	2.81	4.68	6.37	7.12	6.58	7.17	3.07	1
0.211	2.83	5.26	1.96	3.56	0.194	7.92	2.16	6.09	1.35	4.99	6.13	2.27	3.17	8.34	6.36	2.19	4.36	1.8	6.3	4.48	7.12	7	7.75	3.86	0
3.37	3.97	4.6	0.194	3.8	1	7.74	3.36	5.86	0.888	5.93	7.48	2.35	3.91	9.06	6.11	0.841	4.22	0.872	6.84	4.19	7.62	4.72	7.32	5.87	1
2.52	1.41	6.59	1.53	2.61	-1.42	8.27	2.81	6.03	-0.417	7.52	6.53	2.78	3.76	8.28	7.82	4.75	4.69	3.69	7.08	5.82	5.49	5.28	8.35	2.6	0
4.36	4.19	5.07	1.03	4.33	0.781	7.55	5.32	4.87	2.01	6.09	7.67	3.01	3.62	6.54	6.76	2.78	3.14	5.37	6.86	4.14	7.42	5.64	5.51	3.17	1
3.9	2.65	6.36	-0.956	5.17	-1.01	8.02	2.94	4.81	2.95	6.1	8.8	2.24	3.26	6.64	6.87	2.28	3.07	4.87	8.79	4.09	6.39	7.11	8.57	3.92	0
3.69	3.22	4.88	-0.353	4.92	0.703	7.25	2.35	5.96	0.377	5.46	7.56	1.61	1.87	6.66	6.71	1.95	3.77	3.24	7.03	4.9	8.1	4.33	7.12	2.87	0
3.47	2.6	5.94	-0.943	3.37	0.409	8.1	3.79	4.79	1.54	6.22	8.13	1.98	4.72	6.46	7.12	2.48	4.12	1.78	7.12	6.05	7.05	5.3	8.86	5.72	1
4.31	0.934	4.97	0.0846	4.65	-0.255	7.47	3.3	6.32	3.53	5.73	7.44	3.77	1.32	4.75	7.42	2.49	1.51	5.99	7.31	6.31	10.2	3.55	7.71	3.64	0
2.14	3.18	6.15	0.404	3.8	-0.12	7.37	3.63	5.18	0.707	6.84	7.22	2.5	4.92	8	5.31	0.105	3.6	2.76	7.96	4.26	7.13	5.05	6.61	2.64	1
4.98	2.77	5.6	0.876	4.41	0.375	8.6	3.41	5.3	-0.5	7.59	9.31	2.35	4.27	7.18	4.58	2.03	4.44	0.612	7.6	5.46	6.85	6.46	7.9	3.1	0
2.8	0.698	5.54	0.849	4.23	-0.79	7.18	3.14	5.1	0.279	6.04	9.2	2.56	4.69	7.13	6.03	1.3	5.16	2.43	4.41	4.36	6.99	6.22	6.6	4.35	0
1.71	1.24	5.1	0.28	4.5	-1.76	8	1.78	3.97	2.94	6.04	9.19	1.71	3.88	8.26	8.52	2.08	3.68	3.72	6.3	7.19	5.54	4.38	6.66	3.28	0
2.1	3.05	5.25	1.46	4.22	1.22	7.84	5.09	5.78	1.99	5.6	8.95	3.16	3.88	8.45	8.35	3.15	3.59	4.1	7.01	5.24	7.46	5.82	8.78	4.3	1
4.23	2.62	4.93	0.397	3.83	-1.3	8.88	4.93	5.85	0.317	6.02	9.38	3.31	4.9	6.72	5.82	1.45	2.51	3.22	8.1	5.21	7.31	3.93	6.66	5.38	1
4.19	0.892	5.98	0.991	6.51	-1.05	7.42	2.19	6.37	2.59	6.48	8.15	2.82	4.24	7.01	6.31	3.19	3.46	3.25	6.2	3.98	7.76	4.98	6.86	3.55	0
3.63	1.47	5.32	1.06	2.59	-0.599	7.7	3.53	5.93	2.31	4.83	7.47	3.4	4.09	10.8	6.47	1.58	2.74	5.77	6.93	5.23	7.33	3.93	7.93	4.97	0
4.36	3.85	4.06	-0.0734	4.16	0.876	9.19	3.73	5.77	1.07	6.79	7.62	2.69	2.02	9	6.08	1.85	3.66	4.23	7.88	3.75	4.82	5.19	6.95	2.85	1
3.28	2.49	5.49	-2.08	4.79	-0.209	7.24	3.11	4.68	2.02	6.06	9.05	3.1	3.05	7.24	6.16	1.68	5.16	2.27	5.91	5.93	5.85	5.96	7.37	4.05	0
2.81	2.82	5.57	1.22	3.45	-0.677	7.05	3.73	5.35	2.39	8.33	8.33	2.87	3.22	7.18	8.54	1.56	3.81	3.56	5.47	5.53	6.51	6.1	8.31	3.23	1
2.75	0.417	6.26	1.7	5.15	-0.458	8.8	5.01	6.41	3.05	6.72	8.94	3.06	2.87	6.32	5.33	-0.402	4.97	3.74	7.45	4.86	7.98	5.29	8.35	3.72	0
2.27	2.69	8.01	0.194	4.86	-0.866	8.3	3.98	2.58	1.62	5.5	8.76	1.99	3.61	8.19	7.45	3.42	4.92	6.36	6.65	5.21	6.04	3.09	8.1	2.97	1
3.66	2.95	4.93	-0.66	4.97	-0.125	8.46	3.17	4.08	1.61	5	9.22	3.07	5.33	8.05	7.31	3.14	3.21	5.28	6.73	5.66	7.67	6.12	8.42	3.52	0
4.31	1.43	5.7	1.43	3.81	0.835	9.31	4	5.21	0.0993	6.62	9.41	3.12	5	7.45	6.7	1.9	2.39	3.72	6.41	5.06	8.24	1.88	8.14	3.67	0
1.95	3.32	5.49	0.743	4.83	-2.36	9.08	4.22	7.26	1.79	6.53	9.94	0.719	2.76	7.98	7.74	3.13	3.35	4.08	6.17	5.64	6.38	4.82	7.3	3.98	1
3.96	1.24	6.12	-0.0361	4.11	-0.173	8.43	2.75	4.96	0.605	4.71	8.85	4.3	3.92	7.25	6.54	1.83	3.82	1.88	7.99	5.02	7.06	5.31	7.4	4.59	0
2.03	3.5	6.28	0.487	4.75	0.087	7.36	3.41	6.93	2.74	4.54	8.12	4.01	5.03	8.69	6.93	0.469	2.87	3.72	5.49	6.54	7.36	2.39	8.51	4.26	1
3.5	3.57	5.78	1.74	4.33	-0.648	7.65	2.94	6.62	-0.534	6.5	8.08	3.62	3.69	9.02	7.07	0.36	4.98	2.03	9.1	5.39	6.53	6.18	8.07	5.73	1
2.84	3.68	5.79	1.05	4.83	1.18	7.96	3.01	3.77	1.35	7.69	8.64	1.83	3.03	7.04	5.7	2.78	2.96	2.83	9.48	7.44	8.25	5.07	7.24	4.06	1
2.06	2.04	5.35	-0.093	5.44	1.29	6.26	1.38	6.23	1.32	5.45	8.65	0.452	5.27	7.4	6.46	2.46	2.69	4.12	6.51	4.5	7.24	5.58	6.06	4.46	0
2.29	4.16	4.36	-1.83	4.55	0.221	6.19	3.57	5.14	1.57	5.47	7.21	2.6	3.23	8.86	7.19	2.15	3.44	2.96	5.88	5.24	7.8	4.79	8.44	4.82	1
2.87	2.25	6.13	2.18	5.07	-0.216	8.4	3.36	8.86	0.786	6.49	7.97	4.52	4.32	7.04	3.61	1.84	2.72	3.29	5.5	4.48	6.16	5.32	8.18	2.46	0
2.8	2.72	5.16	0.146	4.22	-0.482	8.2	2.12	5.31	-0.225	6.09	7.06	2.33	4.77	6.98	7.56	2.08	2.19	2.54	6.87	4.34	7.12	5.78	7.29	4.47	0
4.16	2.6	5.71	1.24	4.42	0.0659	8.5	3.31	6.09	1.88	5.72	8.27	4.09	3.56	7.47	7.1	1.87	5.16	3.79	6.45	5.36	6.9	5.51	8.63	4.71	0
4.22	2.63	7.54	1.39	4.1	-0.775	8.74	3.27	4.35	2.45	7.12	8.93	3.59	2.96	6.33	6.53	1.52	2.53	3.32	6.46	2.98	7.33	4.84	5.67	3.05	0
1.42	1.55	6.26	0.536	5.77	0.454	9.01	2.22	4.81	2.23	4.44	11	4.09	4.8	7.79	7.83	1.71	3.75	4.49	6.68	6.35	6.33	6.77	7	4.39	0
4.46	4.08	4.5	1.44	4.27	-0.276	8.43	3.87	5.56	1.49	5.56	9.26	2.89	3.91	7.53	7.17	1.49	4.4	1.34	7.72	5.26	7.56	5.08	7.27	4.05	1
1.72	3.45	5.93	0.269	4.95	-0.708	7.43	2.89	5.83	2.78	6.52	9.84	2.68	4.7	7.19	7.13	0.491	3.42	3.23	7.07	4.26	5.9	5.55	5.82	5.29	1
2.56	1.28	4.99	-0.486	5.3	-0.497	8.55	5.16	4.96	2.15	6.28	9.24	2.63	4.21	8.18	5.91	1.54	4.49	3.24	7.55	3.46	6.81	6.66	6.45	3.91	1
